,coin_name,exchange_name,pair,price,updated,volume_24h,volume_pc
0,Ethereum,Binance,ETH/BTC,$739.80,Recently,"$232,900,000",9.72%
1,Ethereum,OKEx,ETH/BTC,$742.16,Recently,"$152,839,000",6.38%
2,Ethereum,Ethfinex,ETH/USD,$724.23,Recently,"$90,476,400",3.78%
3,Ethereum,Bitfinex,ETH/USD,$723.61,Recently,"$90,406,100",3.77%
4,Ethereum,Binance,TRX/ETH,$751.62,Recently,"$82,382,900",3.44%
5,Ethereum,Bit-Z,ETH/BTC,$737.82,Recently,"$75,515,200",3.15%
6,Ethereum,OKEx,ETH/USDT,$725.07,Recently,"$73,372,000",3.06%
7,Ethereum,Bithumb,ETH/KRW,$960.48,Recently,"$70,702,600",2.95%
8,Ethereum,HitBTC,ETH/BTC,$738.14,Recently,"$70,156,800",2.93%
9,Ethereum,Binance,XRP/ETH,$734.28,Recently,"$69,874,100",2.92%
10,Ethereum,Binance,XVG/ETH,$758.96,Recently,"$66,588,900",2.78%
11,Ethereum,Bittrex,ETH/BTC,$738.75,Recently,"$61,570,200",2.57%
12,Ethereum,GDAX,ETH/USD,$728.91,Recently,"$61,460,800",2.56%
13,Ethereum,Poloniex,ETH/BTC,$737.63,Recently,"$50,280,000",2.10%
14,Ethereum,Binance,ETH/USDT,$723.71,Recently,"$42,548,200",1.78%
15,Ethereum,Bitfinex,ETH/BTC,$737.76,Recently,"$39,676,700",1.66%
16,Ethereum,Huobi,ETH/USDT,$724.95,Recently,"$32,600,500",1.36%
17,Ethereum,Binance,MCO/ETH,$735.37,Recently,"$26,470,500",1.10%
18,Ethereum,CoinEgg,ETH/BTC,$750.03,Recently,"$24,490,800",1.02%
19,Ethereum,Binance,ADA/ETH,$736.20,Recently,"$23,365,600",0.97%
20,Ethereum,Huobi,SMT/ETH,$728.10,Recently,"$22,020,300",0.92%
21,Ethereum,Coinone,ETH/KRW,$960.76,Recently,"$20,617,400",0.86%
22,Ethereum,Kraken,ETH/EUR,$754.94,Recently,"$19,999,700",0.83%
23,Ethereum,Huobi,ETH/BTC,$738.63,Recently,"$19,800,400",0.83%
24,Ethereum,Gemini,ETH/USD,$724.69,Recently,"$18,019,500",0.75%
25,Ethereum,GDAX,ETH/BTC,$740.80,Recently,"$16,520,900",0.69%
26,Ethereum,Binance,REQ/ETH,$761.81,Recently,"$16,249,100",0.68%
27,Ethereum,Bitstamp,ETH/USD,$726.18,Recently,"$16,049,700",0.67%
28,Ethereum,YoBit,ETH/BTC,$735.35,Recently,"$15,238,000",0.64%
29,Ethereum,Binance,EOS/ETH,$721.96,Recently,"$14,060,200",0.59%
30,Ethereum,ZB.COM,ETH/USDT,$814.32,Recently,"$13,899,700",0.58%
31,Ethereum,Livecoin,ETH/BTC,$736.05,Recently,"$13,706,500",0.57%
32,Ethereum,Binance,XLM/ETH,$745.83,Recently,"$13,572,700",0.57%
33,Ethereum,Bibox,BIX/ETH,$741.12,Recently,"$13,146,600",0.55%
34,Ethereum,Bittrex,ETH/USDT,$727.41,Recently,"$11,867,500",0.50%
35,Ethereum,Poloniex,ETH/USDT,$722.67,Recently,"$11,656,400",0.49%
36,Ethereum,Korbit,ETH/KRW,$961.79,Recently,"$11,548,500",0.48%
37,Ethereum,Kraken,ETH/USD,$730.29,Recently,"$11,479,100",0.48%
38,Ethereum,Kraken,ETH/BTC,$736.17,Recently,"$11,004,600",0.46%
39,Ethereum,Binance,POE/ETH,$734.65,Recently,"$10,219,700",0.43%
40,Ethereum,GDAX,ETH/EUR,$767.08,Recently,"$9,452,360",0.39%
41,Ethereum,CoolCoin,ETH/BTC,$735.35,Recently,"$9,073,500",0.38%
42,Ethereum,HitBTC,ETH/USDT,$726.64,Recently,"$8,744,420",0.36%
43,Ethereum,Bitstamp,ETH/BTC,$738.75,Recently,"$8,733,170",0.36%
44,Ethereum,Bittrex,XRP/ETH,$737.37,Recently,"$8,522,730",0.36%
45,Ethereum,RightBTC,ETH/BTC,$738.48,Recently,"$8,507,600",0.35%
46,Ethereum,Binance,IOTA/ETH,$724.90,Recently,"$8,493,640",0.35%
47,Ethereum,Binance,LTC/ETH,$735.00,Recently,"$8,371,850",0.35%
48,Ethereum,Binance,NEO/ETH,$717.83,Recently,"$8,348,350",0.35%
49,Ethereum,Binance,SNT/ETH,$725.77,Recently,"$8,129,490",0.34%
50,Ethereum,Mr. Exchange,BTC/ETH,$735.82,Recently,"$7,632,250",0.32%
51,Ethereum,Binance,ICX/ETH,$708.01,Recently,"$7,446,840",0.31%
52,Ethereum,Binance,HSR/ETH,$784.83,Recently,"$7,297,880",0.30%
53,Ethereum,Gate.io,ETH/USDT,$720.97,Recently,"$7,180,000",0.30%
54,Ethereum,Huobi,WAX/ETH,$740.43,Recently,"$7,111,350",0.30%
55,Ethereum,Bitstamp,ETH/EUR,$728.56,Recently,"$6,993,910",0.29%
56,Ethereum,Binance,QSP/ETH,$728.83,Recently,"$6,791,070",0.28%
57,Ethereum,Binance,FUN/ETH,$728.01,Recently,"$6,687,040",0.28%
58,Ethereum,Binance,BRD/ETH,$735.56,Recently,"$6,606,960",0.28%
59,Ethereum,Huobi,ELF/ETH,$733.33,Recently,"$6,565,720",0.27%
60,Ethereum,Tidex,ETH/BTC,$741.17,Recently,"$5,919,490",0.25%
61,Ethereum,Binance,OMG/ETH,$724.65,Recently,"$5,877,890",0.25%
62,Ethereum,OKEx,ELF/ETH,$743.34,Recently,"$5,860,500",0.24%
63,Ethereum,CEX.IO,ETH/USD,$818.20,Recently,"$5,850,300",0.24%
64,Ethereum,Binance,ELF/ETH,$724.14,Recently,"$5,628,550",0.23%
65,Ethereum,Ethfinex,EOS/ETH,$722.31,Recently,"$5,417,600",0.23%
66,Ethereum,Bitfinex,EOS/ETH,$722.31,Recently,"$5,416,330",0.23%
67,Ethereum,Binance,WABI/ETH,$732.88,Recently,"$5,399,640",0.23%
68,Ethereum,Liqui,TRX/ETH,$787.89,Recently,"$5,310,500",0.22%
69,Ethereum,OKEx,ICX/ETH,$726.41,Recently,"$5,174,660",0.22%
70,Ethereum,Gemini,ETH/BTC,$742.57,Recently,"$5,101,400",0.21%
71,Ethereum,Huobi,VEN/ETH,$742.21,Recently,"$5,086,580",0.21%
72,Ethereum,Binance,BNB/ETH,$735.22,Recently,"$4,825,000",0.20%
73,Ethereum,Binance,LEND/ETH,$747.26,Recently,"$4,726,180",0.20%
74,Ethereum,Huobi,CVC/ETH,$741.75,Recently,"$4,691,790",0.20%
75,Ethereum,Coinnest,ETH/KRW,$847.87,Recently,"$4,556,380",0.19%
76,Ethereum,Kucoin,DBC/ETH,$742.96,Recently,"$4,332,520",0.18%
77,Ethereum,Binance,VEN/ETH,$738.60,Recently,"$4,304,140",0.18%
78,Ethereum,Huobi,ITC/ETH,$759.75,Recently,"$4,282,570",0.18%
79,Ethereum,Kucoin,ETH/BTC,$738.08,Recently,"$4,211,160",0.18%
80,Ethereum,BitGrail,ETH/XRB,$671.69,Recently,"$4,205,720",0.18%
81,Ethereum,Huobi,NAS/ETH,$725.74,Recently,"$4,083,560",0.17%
82,Ethereum,Binance,BCC/ETH,$739.69,Recently,"$4,036,430",0.17%
83,Ethereum,Binance,CDT/ETH,$732.41,Recently,"$3,809,400",0.16%
84,Ethereum,Binance,OAX/ETH,$727.11,Recently,"$3,773,440",0.16%
85,Ethereum,HitBTC,BCH/ETH,$734.75,Recently,"$3,530,500",0.15%
86,Ethereum,Bittrex,OMG/ETH,$705.53,Recently,"$3,468,740",0.14%
87,Ethereum,Huobi,SALT/ETH,$730.90,Recently,"$3,285,290",0.14%
88,Ethereum,Exmo,ETH/BTC,$735.35,Recently,"$3,276,640",0.14%
89,Ethereum,Bitfinex,MIOTA/ETH,$720.55,Recently,"$3,253,200",0.14%
90,Ethereum,Binance,QTUM/ETH,$721.79,Recently,"$3,252,040",0.14%
91,Ethereum,Exmo,ETH/USD,$792.67,Recently,"$3,223,780",0.13%
92,Ethereum,BitGrail,ETH/BTC,$682.24,Recently,"$3,185,890",0.13%
93,Ethereum,Huobi,HSR/ETH,$768.75,Recently,"$3,122,680",0.13%
94,Ethereum,Binance,ZRX/ETH,$738.60,Recently,"$2,996,130",0.13%
95,Ethereum,Bibox,ITC/ETH,$730.30,Recently,"$2,949,820",0.12%
96,Ethereum,Bittrex,ADA/ETH,$744.56,Recently,"$2,944,090",0.12%
97,Ethereum,Huobi,GAS/ETH,$762.38,Recently,"$2,936,210",0.12%
98,Ethereum,Binance,MOD/ETH,$733.05,Recently,"$2,908,990",0.12%
99,Ethereum,Cryptopia,ETH/BTC,$734.00,Recently,"$2,872,010",0.12%
100,Ethereum,Liqui,ETH/BTC,$732.70,Recently,"$2,806,820",0.12%
101,Ethereum,BTC Markets,ETH/AUD,$784.66,Recently,"$2,789,320",0.12%
102,Ethereum,Binance,WINGS/ETH,$736.08,Recently,"$2,637,100",0.11%
103,Ethereum,Binance,BTS/ETH,$770.24,Recently,"$2,599,600",0.11%
104,Ethereum,CoinFalcon,ETH/BTC,$739.85,Recently,"$2,567,090",0.11%
105,Ethereum,Binance,FUEL/ETH,$737.97,Recently,"$2,520,230",0.11%
106,Ethereum,Binance,SALT/ETH,$738.00,Recently,"$2,490,050",0.10%
107,Ethereum,Bibox,BTM/ETH,$745.25,Recently,"$2,448,020",0.10%
108,Ethereum,Binance,POWR/ETH,$751.80,Recently,"$2,399,330",0.10%
109,Ethereum,Bittrex,BCC/ETH,$731.40,Recently,"$2,358,240",0.10%
110,Ethereum,OKEx,MANA/ETH,$727.87,Recently,"$2,296,430",0.10%
111,Ethereum,Koinex,ETH/INR,$1024.25,Recently,"$2,287,740",0.10%
112,Ethereum,Binance,LRC/ETH,$733.02,Recently,"$2,283,430",0.10%
113,Ethereum,WEX,ETH/USD,$726.73,Recently,"$2,240,110",0.09%
114,Ethereum,Binance,OST/ETH,$733.93,Recently,"$2,211,200",0.09%
115,Ethereum,Binance,CND/ETH,$742.23,Recently,"$2,206,430",0.09%
116,Ethereum,Binance,MANA/ETH,$738.15,Recently,"$2,206,420",0.09%
117,Ethereum,TOPBTC,ETH/BTC,$729.44,Recently,"$2,205,780",0.09%
118,Ethereum,Binance,TNB/ETH,$740.74,Recently,"$2,190,450",0.09%
119,Ethereum,Bittrex,SNT/ETH,$720.16,Recently,"$2,147,700",0.09%
120,Ethereum,Bittrex,XLM/ETH,$735.31,Recently,"$2,144,460",0.09%
121,Ethereum,Huobi,EOS/ETH,$717.33,Recently,"$2,109,090",0.09%
122,Ethereum,QuadrigaCX,ETH/CAD,$786.79,Recently,"$2,093,420",0.09%
123,Ethereum,Huobi,RDN/ETH,$741.93,Recently,"$2,084,750",0.09%
124,Ethereum,Binance,AION/ETH,$733.60,Recently,"$2,073,180",0.09%
125,Ethereum,EtherDelta,KIN/ETH,$793.42,Recently,"$2,068,150",0.09%
126,Ethereum,Gatehub,XRP/ETH,$744.16,Recently,"$2,064,450",0.09%
127,Ethereum,Binance,LINK/ETH,$729.81,Recently,"$2,059,020",0.09%
128,Ethereum,Quoine,ETH/JPY,$739.07,Recently,"$2,050,440",0.09%
129,Ethereum,Huobi,BAT/ETH,$735.73,Recently,"$2,040,970",0.09%
130,Ethereum,Mercatox,ETH/BTC,$725.12,Recently,"$2,000,950",0.08%
131,Ethereum,Huobi,MCO/ETH,$729.20,Recently,"$1,959,200",0.08%
132,Ethereum,Binance,ENJ/ETH,$758.55,Recently,"$1,944,740",0.08%
133,Ethereum,Binance,CMT/ETH,$738.51,Recently,"$1,891,670",0.08%
134,Ethereum,WEX,ETH/BTC,$737.53,Recently,"$1,882,660",0.08%
135,Ethereum,Binance,RDN/ETH,$746.01,Recently,"$1,810,760",0.08%
136,Ethereum,Liqui,ADX/ETH,$740.02,Recently,"$1,794,780",0.07%
137,Ethereum,Kucoin,QLC/ETH,$755.82,Recently,"$1,775,320",0.07%
138,Ethereum,Kucoin,DRGN/ETH,$735.48,Recently,"$1,748,440",0.07%
139,Ethereum,Kucoin,UTK/ETH,$751.88,Recently,"$1,745,170",0.07%
140,Ethereum,Binance,ADX/ETH,$738.70,Recently,"$1,700,550",0.07%
141,Ethereum,Binance,ETC/ETH,$722.16,Recently,"$1,691,260",0.07%
142,Ethereum,bitFlyer,ETH/BTC,$736.85,Recently,"$1,685,010",0.07%
143,Ethereum,HitBTC,SNC/ETH,$738.73,Recently,"$1,682,610",0.07%
144,Ethereum,Gate.io,ETH/BTC,$742.27,Recently,"$1,680,410",0.07%
145,Ethereum,BigONE,ETH/BTC,$747.01,Recently,"$1,677,440",0.07%
146,Ethereum,Binance,XMR/ETH,$726.94,Recently,"$1,639,160",0.07%
147,Ethereum,Huobi,BTM/ETH,$740.76,Recently,"$1,630,730",0.07%
148,Ethereum,Binance,SNGLS/ETH,$730.22,Recently,"$1,575,990",0.07%
149,Ethereum,HitBTC,LA/ETH,$734.53,Recently,"$1,544,910",0.06%
150,Ethereum,CoinExchange,ETH/BTC,$728.29,Recently,"$1,544,100",0.06%
151,Ethereum,Binance,KNC/ETH,$747.94,Recently,"$1,531,330",0.06%
152,Ethereum,Binance,CTR/ETH,$743.97,Recently,"$1,524,330",0.06%
153,Ethereum,BTCTurk,ETH/TRY,$758.71,Recently,"$1,509,390",0.06%
154,Ethereum,BX Thailand,ETH/THB,$842.86,Recently,"$1,509,330",0.06%
155,Ethereum,HitBTC,XEM/ETH,$747.35,Recently,"$1,478,550",0.06%
156,Ethereum,Liqui,ETH/USDT,$719.64,Recently,"$1,454,530",0.06%
157,Ethereum,Bittrex,FUN/ETH,$756.22,Recently,"$1,443,780",0.06%
158,Ethereum,Bitfinex,OMG/ETH,$717.86,Recently,"$1,412,210",0.06%
159,Ethereum,Ethfinex,OMG/ETH,$717.86,Recently,"$1,412,210",0.06%
160,Ethereum,Kucoin,RPX/ETH,$733.89,Recently,"$1,405,780",0.06%
161,Ethereum,Huobi,MANA/ETH,$740.83,Recently,"$1,401,260",0.06%
162,Ethereum,Mercatox,KIN/ETH,$742.32,Recently,"$1,399,290",0.06%
163,Ethereum,Bittrex,NEO/ETH,$723.27,Recently,"$1,381,770",0.06%
164,Ethereum,Binance,GTO/ETH,$742.88,Recently,"$1,374,130",0.06%
165,Ethereum,Liqui,GUP/ETH,$735.97,Recently,"$1,367,240",0.06%
166,Ethereum,Binance,SUB/ETH,$740.33,Recently,"$1,361,040",0.06%
167,Ethereum,Bibox,RDN/ETH,$719.33,Recently,"$1,323,350",0.06%
168,Ethereum,Huobi,QTUM/ETH,$717.61,Recently,"$1,322,820",0.06%
169,Ethereum,Binance,STORJ/ETH,$740.73,Recently,"$1,267,880",0.05%
170,Ethereum,Huobi,CMT/ETH,$725.50,Recently,"$1,267,140",0.05%
171,Ethereum,Binance,DASH/ETH,$734.43,Recently,"$1,261,620",0.05%
172,Ethereum,Bittrex,LTC/ETH,$727.70,Recently,"$1,258,280",0.05%
173,Ethereum,Independent Reserve,ETH/AUD,$780.85,Recently,"$1,248,170",0.05%
174,Ethereum,Bit-Z,ZSC/ETH,$709.83,Recently,"$1,229,870",0.05%
175,Ethereum,Huobi,OMG/ETH,$718.65,Recently,"$1,223,610",0.05%
176,Ethereum,EtherDelta,DRGN/ETH,$758.86,Recently,"$1,214,770",0.05%
177,Ethereum,AEX,ETH/BITCNY,$776.24,Recently,"$1,205,900",0.05%
178,Ethereum,Huobi,TNB/ETH,$737.09,Recently,"$1,203,880",0.05%
179,Ethereum,EXX,ETH/BTC,$732.36,Recently,"$1,193,720",0.05%
180,Ethereum,Binance,AST/ETH,$736.26,Recently,"$1,165,780",0.05%
181,Ethereum,Bitfinex,SNT/ETH,$700.59,Recently,"$1,162,440",0.05%
182,Ethereum,Ethfinex,SNT/ETH,$700.59,Recently,"$1,162,440",0.05%
183,Ethereum,BtcTrade.im,ETH/BTC,$747.15,Recently,"$1,157,600",0.05%
184,Ethereum,Bancor Network,BNT/ETH,$731.47,Recently,"$1,152,080",0.05%
185,Ethereum,Binance,AMB/ETH,$739.26,Recently,"$1,151,740",0.05%
186,Ethereum,CEX.IO,ETH/BTC,$735.15,Recently,"$1,138,210",0.05%
187,Ethereum,Binance,DNT/ETH,$750.28,Recently,"$1,124,820",0.05%
188,Ethereum,HitBTC,NGC/ETH,$746.05,Recently,"$1,120,460",0.05%
189,Ethereum,EtherDelta,AION/ETH,$737.53,Recently,"$1,115,980",0.05%
190,Ethereum,Binance,MDA/ETH,$736.54,Recently,"$1,102,650",0.05%
191,Ethereum,Binance,ENG/ETH,$737.33,Recently,"$1,101,570",0.05%
192,Ethereum,QuadrigaCX,ETH/BTC,$743.52,Recently,"$1,096,840",0.05%
193,Ethereum,Coinbene,ETH/BTC,$750.33,Recently,"$1,095,620",0.05%
194,Ethereum,Bitcoin Indonesia,ETH/IDR,$870.44,Recently,"$1,073,830",0.04%
195,Ethereum,OKEx,GNX/ETH,$731.32,Recently,"$1,058,560",0.04%
196,Ethereum,Binance,WTC/ETH,$790.88,Recently,"$994,999",0.04%
197,Ethereum,Huobi,QSP/ETH,$749.90,Recently,"$990,913",0.04%
198,Ethereum,Bitfinex,BCH/ETH,$731.81,Recently,"$975,876",0.04%
199,Ethereum,HitBTC,MAID/ETH,$757.17,Recently,"$960,471",0.04%
200,Ethereum,Gate.io,NAS/ETH,$752.49,Recently,"$958,884",0.04%
201,Ethereum,ZB.COM,ETH/BTC,$740.80,Recently,"$958,678",0.04%
202,Ethereum,Binance,MTH/ETH,$740.62,Recently,"$938,984",0.04%
203,Ethereum,Poloniex,OMG/ETH,$718.61,Recently,"$927,941",0.04%
204,Ethereum,Kucoin,KCS/ETH,$741.75,Recently,"$920,107",0.04%
205,Ethereum,Kraken,ICN/ETH,$737.34,Recently,"$900,507",0.04%
206,Ethereum,Bitso,ETH/MXN,$826.94,Recently,"$900,249",0.04%
207,Ethereum,HitBTC,XVG/ETH,$704.48,Recently,"$884,438",0.04%
208,Ethereum,Exmo,ETH/RUB,$807.12,Recently,"$881,724",0.04%
209,Ethereum,Kraken,EOS/ETH,$726.40,Recently,"$872,342",0.04%
210,Ethereum,Binance,TRIG/ETH,$734.91,Recently,"$868,329",0.04%
211,Ethereum,OKEx,HSR/ETH,$763.70,Recently,"$854,285",0.04%
212,Ethereum,Quoine,QASH/ETH,$729.96,Recently,"$844,430",0.04%
213,Ethereum,Huobi,RCN/ETH,$732.73,Recently,"$837,895",0.03%
214,Ethereum,BitBay,ETH/PLN,$781.07,Recently,"$822,553",0.03%
215,Ethereum,Bittrex,ETC/ETH,$701.64,Recently,"$809,272",0.03%
216,Ethereum,Binance,BAT/ETH,$730.78,Recently,"$803,662",0.03%
217,Ethereum,HitBTC,CAPP/ETH,$578.98,79 hours ago,"$801,901",0.00%
218,Ethereum,OKEx,VEE/ETH,$748.64,Recently,"$798,353",0.03%
219,Ethereum,HitBTC,XMR/ETH,$725.33,Recently,"$789,693",0.03%
220,Ethereum,HitBTC,SPF/ETH,$727.05,Recently,"$778,426",0.03%
221,Ethereum,HitBTC,XRP/ETH,$734.75,Recently,"$776,497",0.03%
222,Ethereum,Binance,BQX/ETH,$737.44,Recently,"$758,383",0.03%
223,Ethereum,ChaoEX,ETH/BTC,$739.95,Recently,"$752,360",0.03%
224,Ethereum,Binance,TNT/ETH,$734.02,Recently,"$747,186",0.03%
225,Ethereum,CEX.IO,ETH/EUR,$802.70,Recently,"$744,355",0.03%
226,Ethereum,Bittrex,QTUM/ETH,$726.33,Recently,"$728,276",0.03%
227,Ethereum,Quoine,ETH/BTC,$724.46,Recently,"$721,078",0.03%
228,Ethereum,OKEx,LTC/ETH,$733.90,Recently,"$718,852",0.03%
229,Ethereum,Binance,VIB/ETH,$735.31,Recently,"$713,572",0.03%
230,Ethereum,Huobi,PAY/ETH,$735.03,Recently,"$700,826",0.03%
231,Ethereum,Quoine,ETH/USD,$738.12,Recently,"$699,304",0.03%
232,Ethereum,Lbank,ZEC/ETH,$737.10,Recently,"$697,998",0.03%
233,Ethereum,Binance,RCN/ETH,$737.86,Recently,"$697,608",0.03%
234,Ethereum,Binance,LSK/ETH,$757.12,Recently,"$695,744",0.03%
235,Ethereum,Zaif,ETH/BTC,$744.88,Recently,"$691,372",0.03%
236,Ethereum,Gate.io,BTM/ETH,$746.46,Recently,"$689,643",0.03%
237,Ethereum,Bit-Z,GXS/ETH,$731.67,Recently,"$688,338",0.03%
238,Ethereum,Binance,GXS/ETH,$737.76,Recently,"$678,770",0.03%
239,Ethereum,Binance,YOYO/ETH,$715.79,Recently,"$676,166",0.03%
240,Ethereum,Binance,ICN/ETH,$735.73,Recently,"$662,266",0.03%
241,Ethereum,EXX,XWC/ETH,$760.36,Recently,"$662,078",0.03%
242,Ethereum,Liqui,SRN/ETH,$733.32,Recently,"$661,859",0.03%
243,Ethereum,Bittrex,GNT/ETH,$733.16,Recently,"$658,431",0.03%
244,Ethereum,Coinsquare,ETH/BTC,$744.18,Recently,"$656,468",0.03%
245,Ethereum,Liqui,SNT/ETH,$730.42,Recently,"$648,061",0.03%
246,Ethereum,Allcoin,UGT/ETH,$728.16,Recently,"$645,057",0.03%
247,Ethereum,EtherDelta,VERI/ETH,$740.88,Recently,"$641,748",0.03%
248,Ethereum,Liqui,LTC/ETH,$735.27,Recently,"$623,342",0.03%
249,Ethereum,EtherDelta,0x3833/ETH,$734.07,Recently,"$622,616",0.03%
250,Ethereum,OKEx,KNC/ETH,$739.92,Recently,"$621,526",0.03%
251,Ethereum,Livecoin,ETH/USD,$780.00,Recently,"$614,176",0.03%
252,Ethereum,Lykke Exchange,ETH/USD,$729.36,Recently,"$611,925",0.03%
253,Ethereum,Kucoin,BNTY/ETH,$728.46,Recently,"$600,248",0.03%
254,Ethereum,Bittrex,SC/ETH,$734.37,Recently,"$596,782",0.02%
255,Ethereum,Kucoin,DENT/ETH,$712.08,Recently,"$589,163",0.02%
256,Ethereum,Liqui,AST/ETH,$736.72,Recently,"$582,694",0.02%
257,Ethereum,AEX,ETH/BTC,$747.61,Recently,"$573,798",0.02%
258,Ethereum,Qryptos,SPHTX/ETH,$750.24,Recently,"$569,139",0.02%
259,Ethereum,Poloniex,ZRX/ETH,$752.69,Recently,"$562,768",0.02%
260,Ethereum,Binance,LUN/ETH,$745.33,Recently,"$556,873",0.02%
261,Ethereum,HitBTC,NXT/ETH,$749.25,Recently,"$548,369",0.02%
262,Ethereum,Bittrex,DGB/ETH,$735.60,Recently,"$543,156",0.02%
263,Ethereum,Binance,BCPT/ETH,$720.79,Recently,"$540,677",0.02%
264,Ethereum,Binance,STRAT/ETH,$740.15,Recently,"$535,347",0.02%
265,Ethereum,Binance,ARK/ETH,$738.82,Recently,"$534,127",0.02%
266,Ethereum,Exmo,ETH/UAH,$782.42,Recently,"$534,082",0.02%
267,Ethereum,Bittrex,PAY/ETH,$749.55,Recently,"$533,710",0.02%
268,Ethereum,Bitfinex,NEO/ETH,$717.24,Recently,"$526,375",0.02%
269,Ethereum,Bitcoin Indonesia,ETH/BTC,$736.71,Recently,"$524,765",0.02%
270,Ethereum,Bit-Z,NULS/ETH,$705.12,Recently,"$521,314",0.02%
271,Ethereum,Bittrex,SALT/ETH,$736.05,Recently,"$517,714",0.02%
272,Ethereum,HitBTC,DENT/ETH,$769.04,Recently,"$510,061",0.02%
273,Ethereum,OKEx,IOTA/ETH,$721.97,Recently,"$507,805",0.02%
