,coin_name,exchange_name,pair,price,updated,volume_24h,volume_pc
814,Bitcoin,Binance,MOD/BTC,$13554.20,Recently,"$15,543,500",0.14%
815,Bitcoin,Binance,OAX/BTC,$13538.50,Recently,"$15,518,300",0.14%
816,Bitcoin,BitBay,BTC/PLN,$14362.00,Recently,"$15,289,600",0.13%
817,Bitcoin,YoBit,ETH/BTC,$13475.40,Recently,"$15,238,000",0.13%
818,Bitcoin,BCC Exchange,BCC/BTC,$14134.90,Recently,"$15,219,300",0.13%
819,Bitcoin,Binance,DASH/BTC,$13582.00,Recently,"$15,176,500",0.13%
820,Bitcoin,CoinExchange,XP/BTC,$13367.10,Recently,"$14,672,200",0.13%
821,Bitcoin,Bittrex,POWR/BTC,$13717.30,Recently,"$14,587,300",0.13%
822,Bitcoin,Bittrex,SC/BTC,$13634.30,Recently,"$14,485,500",0.13%
823,Bitcoin,Bitfinex,MIOTA/BTC,$13368.20,Recently,"$14,048,300",0.12%
824,Bitcoin,Bittrex,RCN/BTC,$13708.10,Recently,"$13,933,500",0.12%
825,Bitcoin,Livecoin,ETH/BTC,$13462.60,Recently,"$13,706,500",0.12%
826,Bitcoin,Binance,CDT/BTC,$13371.90,Recently,"$13,446,800",0.12%
827,Bitcoin,Binance,WTC/BTC,$14374.20,Recently,"$12,901,400",0.11%
828,Bitcoin,Binance,ETC/BTC,$13311.60,Recently,"$12,856,100",0.11%
829,Bitcoin,Bittrex,TRIG/BTC,$13614.70,Recently,"$12,769,800",0.11%
830,Bitcoin,Bit-Z,LSK/BTC,$13723.30,Recently,"$12,631,800",0.11%
831,Bitcoin,Binance,XMR/BTC,$13455.90,Recently,"$12,454,200",0.11%
832,Bitcoin,Binance,CND/BTC,$13626.40,Recently,"$12,315,200",0.11%
833,Bitcoin,Bittrex,STRAT/BTC,$13697.20,Recently,"$12,263,800",0.11%
834,Bitcoin,Bittrex,DOGE/BTC,$13584.70,Recently,"$12,204,400",0.11%
835,Bitcoin,Bittrex,LSK/BTC,$13605.80,Recently,"$11,674,700",0.10%
836,Bitcoin,Binance,POWR/BTC,$13719.00,Recently,"$11,473,500",0.10%
837,Bitcoin,Bittrex,ETC/BTC,$13337.50,Recently,"$11,321,500",0.10%
838,Bitcoin,Cryptopia,XVG/BTC,$13194.00,Recently,"$11,214,400",0.10%
839,Bitcoin,Huobi,BCH/BTC,$13537.40,Recently,"$11,152,800",0.10%
840,Bitcoin,Binance,LSK/BTC,$13710.40,Recently,"$11,031,200",0.10%
841,Bitcoin,Kraken,ETH/BTC,$13460.50,Recently,"$11,004,600",0.10%
842,Bitcoin,Kraken,XLM/BTC,$13505.40,Recently,"$10,801,500",0.10%
843,Bitcoin,Negocie Coins,BTC/BRL,$14797.20,Recently,"$10,626,300",0.09%
844,Bitcoin,Paribu,BTC/TRY,$13965.00,Recently,"$10,321,400",0.09%
845,Bitcoin,Binance,ADX/BTC,$13563.80,Recently,"$10,149,800",0.09%
846,Bitcoin,CoinEgg,QTUM/BTC,$13457.60,Recently,"$10,022,700",0.09%
847,Bitcoin,Poloniex,FCT/BTC,$13559.00,Recently,"$9,905,980",0.09%
848,Bitcoin,Huobi,VEN/BTC,$13744.00,Recently,"$9,872,220",0.09%
849,Bitcoin,Bittrex,SALT/BTC,$13618.30,Recently,"$9,864,800",0.09%
850,Bitcoin,Coinnest,BTC/KRW,$15927.80,Recently,"$9,849,540",0.09%
851,Bitcoin,Bit-Z,ZEC/BTC,$13707.20,Recently,"$9,847,200",0.09%
852,Bitcoin,Poloniex,DOGE/BTC,$13584.70,Recently,"$9,810,440",0.09%
853,Bitcoin,Bittrex,VIB/BTC,$13595.10,Recently,"$9,806,960",0.09%
854,Bitcoin,Binance,BTS/BTC,$14022.50,Recently,"$9,786,500",0.09%
855,Bitcoin,Bittrex,HMQ/BTC,$13738.90,Recently,"$9,630,510",0.08%
856,Bitcoin,Bit-Z,ETC/BTC,$13194.60,Recently,"$9,587,500",0.08%
857,Bitcoin,Lbank,VEN/BTC,$13495.40,Recently,"$9,519,490",0.08%
858,Bitcoin,Lbank,BCC/BTC,$13317.80,Recently,"$9,435,970",0.08%
859,Bitcoin,Huobi,ITC/BTC,$14163.40,Recently,"$9,401,760",0.08%
860,Bitcoin,Bittrex,BTG/BTC,$13525.10,Recently,"$9,298,980",0.08%
861,Bitcoin,Bitstamp,BCH/BTC,$13556.50,Recently,"$9,288,600",0.08%
862,Bitcoin,CoolCoin,ETH/BTC,$13475.40,Recently,"$9,073,500",0.08%
863,Bitcoin,WEX,BTC/USD,$13449.80,Recently,"$8,984,380",0.08%
864,Bitcoin,Binance,SALT/BTC,$13580.20,Recently,"$8,834,440",0.08%
865,Bitcoin,Bitstamp,ETH/BTC,$13413.40,Recently,"$8,733,170",0.08%
866,Bitcoin,CoolCoin,BCH/BTC,$14980.10,Recently,"$8,721,290",0.08%
867,Bitcoin,Poloniex,XMR/BTC,$13505.90,Recently,"$8,649,850",0.08%
868,Bitcoin,Binance,TRIG/BTC,$13561.30,Recently,"$8,624,810",0.08%
869,Bitcoin,Binance,ZRX/BTC,$13614.20,Recently,"$8,602,430",0.08%
870,Bitcoin,Gate.io,INK/BTC,$13815.40,Recently,"$8,560,220",0.08%
871,Bitcoin,Exmo,XRP/BTC,$13516.10,Recently,"$8,550,300",0.08%
872,Bitcoin,RightBTC,ETH/BTC,$13418.30,Recently,"$8,507,600",0.07%
873,Bitcoin,YoBit,WAVES/BTC,$13778.60,Recently,"$8,300,120",0.07%
874,Bitcoin,Poloniex,LSK/BTC,$13738.20,Recently,"$8,114,020",0.07%
875,Bitcoin,Poloniex,SC/BTC,$13761.70,Recently,"$8,045,840",0.07%
876,Bitcoin,OKEx,QTUM/BTC,$13292.00,Recently,"$8,018,480",0.07%
877,Bitcoin,Bittrex,SYS/BTC,$13633.20,Recently,"$7,970,290",0.07%
878,Bitcoin,Bittrex,DASH/BTC,$13589.10,Recently,"$7,949,550",0.07%
879,Bitcoin,OKEx,OMG/BTC,$13385.00,Recently,"$7,947,420",0.07%
880,Bitcoin,Poloniex,ETC/BTC,$13172.90,Recently,"$7,860,500",0.07%
881,Bitcoin,Huobi,OMG/BTC,$13291.60,Recently,"$7,790,650",0.07%
882,Bitcoin,Poloniex,BTS/BTC,$13891.40,Recently,"$7,719,430",0.07%
883,Bitcoin,Binance,BQX/BTC,$13542.50,Recently,"$7,712,860",0.07%
884,Bitcoin,Mr. Exchange,BTC/ETH,$13466.80,Recently,"$7,632,250",0.07%
885,Bitcoin,Bittrex,GNT/BTC,$13335.30,Recently,"$7,620,400",0.07%
886,Bitcoin,GetBTC,BTC/USD,$13469.40,Recently,"$7,588,910",0.07%
887,Bitcoin,Coinroom,BTC/PLN,$13724.20,Recently,"$7,586,560",0.07%
888,Bitcoin,GetBTC,BTC/RUB,$13390.70,Recently,"$7,544,600",0.07%
889,Bitcoin,Luno,BTC/ZAR,$15761.30,Recently,"$7,532,400",0.07%
890,Bitcoin,Bittrex,DCT/BTC,$13623.50,Recently,"$7,484,010",0.07%
891,Bitcoin,GetBTC,BTC/EUR,$13244.60,Recently,"$7,462,300",0.07%
892,Bitcoin,Binance,ENJ/BTC,$13832.20,Recently,"$7,453,290",0.07%
893,Bitcoin,HitBTC,NXT/BTC,$13906.00,Recently,"$7,371,740",0.06%
894,Bitcoin,Bittrex,KMD/BTC,$13701.30,Recently,"$7,222,610",0.06%
895,Bitcoin,Bit-Z,TRX/BTC,$13805.30,Recently,"$7,165,650",0.06%
896,Bitcoin,CoinExchange,DOGE/BTC,$13800.40,Recently,"$7,127,120",0.06%
897,Bitcoin,Bittrex,XMR/BTC,$13401.80,Recently,"$7,071,360",0.06%
898,Bitcoin,CoinEgg,BCH/BTC,$13696.60,Recently,"$7,015,460",0.06%
899,Bitcoin,Binance,ENG/BTC,$13561.40,Recently,"$6,785,570",0.06%
900,Bitcoin,Binance,VIB/BTC,$13618.10,Recently,"$6,772,260",0.06%
901,Bitcoin,OEX,BTC/CNY,$15760.60,Recently,"$6,682,520",0.06%
902,Bitcoin,GDAX,BTC/GBP,$13669.90,Recently,"$6,657,330",0.06%
903,Bitcoin,Binance,MANA/BTC,$13706.30,Recently,"$6,656,270",0.06%
904,Bitcoin,Bittrex,BAT/BTC,$13630.70,Recently,"$6,639,080",0.06%
905,Bitcoin,Binance,STRAT/BTC,$13659.50,Recently,"$6,638,070",0.06%
906,Bitcoin,Binance,FUEL/BTC,$13578.20,Recently,"$6,602,170",0.06%
907,Bitcoin,Bitfinex,NEO/BTC,$13345.80,Recently,"$6,600,840",0.06%
908,Bitcoin,Bittrex,ADX/BTC,$13653.10,Recently,"$6,589,280",0.06%
909,Bitcoin,Livecoin,BTC/USD,$14336.90,Recently,"$6,572,820",0.06%
910,Bitcoin,Binance,WINGS/BTC,$13564.30,Recently,"$6,559,810",0.06%
911,Bitcoin,Binance,CMT/BTC,$13544.70,Recently,"$6,450,080",0.06%
912,Bitcoin,Poloniex,DASH/BTC,$13665.60,Recently,"$6,411,180",0.06%
913,Bitcoin,Bitfinex,ETC/BTC,$13235.60,Recently,"$6,402,740",0.06%
914,Bitcoin,Bittrex,RISE/BTC,$13656.40,Recently,"$6,401,680",0.06%
915,Bitcoin,YoBit,LSK/BTC,$13284.70,Recently,"$6,374,080",0.06%
916,Bitcoin,Huobi,EOS/BTC,$13248.30,Recently,"$6,264,800",0.06%
917,Bitcoin,Bittrex,XZC/BTC,$14261.40,Recently,"$6,254,900",0.06%
918,Bitcoin,Mercatox,XRB/BTC,$14328.10,Recently,"$6,243,960",0.05%
919,Bitcoin,Gate.io,BTC/USDT,$13264.30,Recently,"$6,174,770",0.05%
920,Bitcoin,Bitcoin Indonesia,BTC/IDR,$16080.90,Recently,"$6,167,830",0.05%
921,Bitcoin,Binance,DNT/BTC,$13833.60,Recently,"$6,157,600",0.05%
922,Bitcoin,BTC Markets,BTC/AUD,$14563.20,Recently,"$6,155,930",0.05%
923,Bitcoin,Poloniex,POT/BTC,$13548.50,Recently,"$6,153,510",0.05%
924,Bitcoin,Huobi,LTC/BTC,$13535.80,Recently,"$6,040,780",0.05%
925,Bitcoin,Tidex,ETH/BTC,$13369.60,Recently,"$5,919,490",0.05%
926,Bitcoin,Binance,BTG/BTC,$13625.60,Recently,"$5,912,890",0.05%
927,Bitcoin,Bitfinex,EOS/BTC,$13271.10,Recently,"$5,881,980",0.05%
928,Bitcoin,CoinEgg,INK/BTC,$13496.20,Recently,"$5,868,350",0.05%
929,Bitcoin,Bittrex,WAVES/BTC,$13731.10,Recently,"$5,779,310",0.05%
930,Bitcoin,HitBTC,BTG/BTC,$13611.70,Recently,"$5,776,700",0.05%
931,Bitcoin,Bittrex,MCO/BTC,$13502.70,Recently,"$5,769,780",0.05%
932,Bitcoin,OKEx,MANA/BTC,$13324.00,Recently,"$5,746,540",0.05%
933,Bitcoin,Binance,CTR/BTC,$13582.30,Recently,"$5,745,970",0.05%
934,Bitcoin,Binance,ARK/BTC,$13586.30,Recently,"$5,743,520",0.05%
935,Bitcoin,BTCTurk,BTC/TRY,$14225.80,Recently,"$5,641,960",0.05%
936,Bitcoin,Binance,LINK/BTC,$13368.70,Recently,"$5,609,720",0.05%
937,Bitcoin,Bibox,BIX/BTC,$13261.30,Recently,"$5,597,110",0.05%
938,Bitcoin,Binance,SUB/BTC,$13618.50,Recently,"$5,559,650",0.05%
939,Bitcoin,Binance,KMD/BTC,$13638.30,Recently,"$5,511,570",0.05%
940,Bitcoin,Bittrex,PIVX/BTC,$13285.50,Recently,"$5,483,980",0.05%
941,Bitcoin,Bittrex,MTL/BTC,$13465.30,Recently,"$5,455,350",0.05%
942,Bitcoin,CEX.IO,XRP/BTC,$13530.90,Recently,"$5,421,340",0.05%
943,Bitcoin,Bittrex,UNB/BTC,$13633.20,Recently,"$5,397,840",0.05%
944,Bitcoin,Bittrex,SHIFT/BTC,$13649.20,Recently,"$5,394,420",0.05%
945,Bitcoin,Bittrex,GUP/BTC,$13687.60,Recently,"$5,383,220",0.05%
946,Bitcoin,Bit-Z,DASH/BTC,$13613.90,Recently,"$5,271,790",0.05%
947,Bitcoin,Bitstamp (Ripple Gateway),XRP/BTC,$15256.90,Recently,"$5,263,360",0.05%
948,Bitcoin,Bittrex,VTC/BTC,$13591.00,Recently,"$5,243,660",0.05%
949,Bitcoin,HitBTC,XVG/BTC,$12478.80,Recently,"$5,231,790",0.05%
950,Bitcoin,QuadrigaCX,BTC/CAD,$14306.00,Recently,"$5,199,290",0.05%
951,Bitcoin,HitBTC,XEM/BTC,$13828.30,Recently,"$5,164,540",0.05%
952,Bitcoin,Binance,OST/BTC,$13509.20,Recently,"$5,130,970",0.05%
953,Bitcoin,Poloniex,STORJ/BTC,$13812.60,Recently,"$5,111,660",0.04%
954,Bitcoin,Gemini,ETH/BTC,$13344.40,Recently,"$5,101,400",0.04%
955,Bitcoin,Poloniex,AMP/BTC,$15599.00,Recently,"$5,086,950",0.04%
956,Bitcoin,Bittrex,SLS/BTC,$13765.00,Recently,"$5,076,360",0.04%
957,Bitcoin,Bittrex,BITB/BTC,$13502.60,Recently,"$5,044,840",0.04%
958,Bitcoin,Exmo,BTC/RUB,$14924.40,Recently,"$5,034,840",0.04%
959,Bitcoin,Bittrex,ZEN/BTC,$13639.50,Recently,"$5,030,230",0.04%
960,Bitcoin,HitBTC,STORM/BTC,$13545.30,Recently,"$4,921,730",0.04%
961,Bitcoin,Huobi,CVC/BTC,$13621.60,Recently,"$4,872,970",0.04%
962,Bitcoin,HitBTC,XDN/BTC,$13920.70,Recently,"$4,867,380",0.04%
963,Bitcoin,Binance,AST/BTC,$13482.90,Recently,"$4,866,000",0.04%
964,Bitcoin,Bit-Z,XAS/BTC,$13684.90,Recently,"$4,835,430",0.04%
965,Bitcoin,Binance,XZC/BTC,$14171.70,Recently,"$4,812,170",0.04%
966,Bitcoin,Bittrex,FCT/BTC,$13483.80,Recently,"$4,809,870",0.04%
967,Bitcoin,Bittrex,CVC/BTC,$13686.40,Recently,"$4,801,670",0.04%
968,Bitcoin,Binance,LRC/BTC,$13475.70,Recently,"$4,776,880",0.04%
969,Bitcoin,Binance,BAT/BTC,$13486.10,Recently,"$4,694,650",0.04%
970,Bitcoin,Binance,MTH/BTC,$13685.10,Recently,"$4,689,760",0.04%
971,Bitcoin,Bittrex,BAY/BTC,$13759.10,Recently,"$4,688,920",0.04%
972,Bitcoin,Poloniex,ARDR/BTC,$12336.50,Recently,"$4,663,300",0.04%
973,Bitcoin,CoolCoin,LTC/BTC,$13512.80,Recently,"$4,661,740",0.04%
974,Bitcoin,HitBTC,DOGE/BTC,$13563.50,Recently,"$4,632,240",0.04%
975,Bitcoin,Binance,GTO/BTC,$13631.80,Recently,"$4,613,270",0.04%
976,Bitcoin,Coinfloor,BTC/GBP,$13079.70,Recently,"$4,610,520",0.04%
977,Bitcoin,Binance,RDN/BTC,$13780.60,Recently,"$4,582,270",0.04%
978,Bitcoin,Bittrex,ZEC/BTC,$13608.90,Recently,"$4,567,800",0.04%
979,Bitcoin,Bit-Z,QTUM/BTC,$13363.40,Recently,"$4,487,780",0.04%
980,Bitcoin,Binance,MDA/BTC,$13596.80,Recently,"$4,444,140",0.04%
981,Bitcoin,Huobi,SMT/BTC,$13265.00,Recently,"$4,390,730",0.04%
982,Bitcoin,Kraken,BCH/BTC,$13453.60,Recently,"$4,375,660",0.04%
983,Bitcoin,Binance,MTL/BTC,$13577.10,Recently,"$4,357,240",0.04%
984,Bitcoin,Bit-Z,HSR/BTC,$14352.50,Recently,"$4,351,220",0.04%
985,Bitcoin,Gatecoin,TRX/BTC,$14262.70,Recently,"$4,329,630",0.04%
986,Bitcoin,CoinEgg,LSK/BTC,$14010.30,Recently,"$4,299,700",0.04%
987,Bitcoin,HitBTC,BCN/BTC,$13873.70,Recently,"$4,286,650",0.04%
988,Bitcoin,Cryptopia,ETN/BTC,$13584.60,Recently,"$4,266,010",0.04%
989,Bitcoin,OkCoin Intl.,BTC/USD,$14200.00,Recently,"$4,238,700",0.04%
990,Bitcoin,Bittrex,EDG/BTC,$13533.20,Recently,"$4,237,610",0.04%
991,Bitcoin,Koinex,BTC/INR,$18950.40,Recently,"$4,234,660",0.04%
992,Bitcoin,Kucoin,ETH/BTC,$13425.70,Recently,"$4,211,160",0.04%
993,Bitcoin,Bitstamp,LTC/BTC,$13465.70,Recently,"$4,176,510",0.04%
994,Bitcoin,Bittrex,AUR/BTC,$13560.30,Recently,"$4,173,920",0.04%
995,Bitcoin,Bitbank,BTC/JPY,$14676.00,Recently,"$4,145,510",0.04%
996,Bitcoin,Huobi,ZEC/BTC,$13699.10,Recently,"$4,132,580",0.04%
997,Bitcoin,ZB.COM,HSR/BTC,$14481.40,Recently,"$4,090,100",0.04%
998,Bitcoin,Bittrex,ENG/BTC,$13709.20,Recently,"$4,083,880",0.04%
999,Bitcoin,Gatehub,XRP/BTC,$13851.20,Recently,"$4,055,480",0.04%
1000,Bitcoin,Huobi,RCN/BTC,$13565.40,Recently,"$4,003,110",0.04%
1001,Bitcoin,Binance,AION/BTC,$13534.50,Recently,"$3,985,540",0.04%
1002,Bitcoin,HitBTC,LTC/BTC,$13521.20,Recently,"$3,983,440",0.04%
1003,Bitcoin,Bitfinex,DASH/BTC,$13577.40,Recently,"$3,958,360",0.03%
1004,Bitcoin,Bittrex,UBQ/BTC,$13756.70,Recently,"$3,928,620",0.03%
1005,Bitcoin,Binance,SNGLS/BTC,$13573.20,Recently,"$3,914,420",0.03%
1006,Bitcoin,Bittrex,MEME/BTC,$13794.90,Recently,"$3,850,910",0.03%
1007,Bitcoin,Bit-Z,BTX/BTC,$13635.50,Recently,"$3,843,490",0.03%
1008,Bitcoin,Bittrex,LUN/BTC,$13525.80,Recently,"$3,809,420",0.03%
1009,Bitcoin,Coinrail,DENT/BTC,$13684.10,Recently,"$3,787,410",0.03%
1010,Bitcoin,Binance,KNC/BTC,$13657.10,Recently,"$3,775,970",0.03%
1011,Bitcoin,AEX,BTC/BITCNY,$14131.50,Recently,"$3,749,440",0.03%
1012,Bitcoin,Kraken,LTC/BTC,$13455.60,Recently,"$3,746,350",0.03%
1013,Bitcoin,Bittrex,EMC2/BTC,$13327.50,Recently,"$3,725,210",0.03%
1014,Bitcoin,Bittrex,ARK/BTC,$13602.30,Recently,"$3,719,090",0.03%
1015,Bitcoin,Bittrex,MONA/BTC,$14173.10,Recently,"$3,708,100",0.03%
1016,Bitcoin,Cryptopia,LTC/BTC,$13626.10,Recently,"$3,677,850",0.03%
1017,Bitcoin,HitBTC,CAPP/BTC,$14590.40,79 hours ago,"$3,651,450",0.00%
1018,Bitcoin,Bittrex,UKG/BTC,$13813.30,Recently,"$3,649,480",0.03%
1019,Bitcoin,Bittrex,1ST/BTC,$13929.90,Recently,"$3,647,260",0.03%
1020,Bitcoin,BX Thailand,BTC/THB,$15571.30,Recently,"$3,647,020",0.03%
1021,Bitcoin,OKEx,KNC/BTC,$13616.10,Recently,"$3,622,090",0.03%
1022,Bitcoin,Kucoin,DBC/BTC,$13384.40,Recently,"$3,591,500",0.03%
1023,Bitcoin,YoBit,BCC/BTC,$13408.20,Recently,"$3,578,190",0.03%
1024,Bitcoin,Bittrex,TKS/BTC,$13634.50,Recently,"$3,558,460",0.03%
1025,Bitcoin,Bittrex,DNT/BTC,$14044.80,Recently,"$3,553,690",0.03%
1026,Bitcoin,Foxbit,BTC/BRL,$14280.50,Recently,"$3,553,510",0.03%
1027,Bitcoin,Bitcoin Indonesia,NXT/BTC,$13835.90,Recently,"$3,546,150",0.03%
1028,Bitcoin,Bittrex,SPR/BTC,$13455.70,Recently,"$3,514,890",0.03%
1029,Bitcoin,Huobi,STORJ/BTC,$13552.50,Recently,"$3,489,750",0.03%
1030,Bitcoin,Poloniex,MAID/BTC,$13305.00,Recently,"$3,487,800",0.03%
1031,Bitcoin,HitBTC,NGC/BTC,$13299.20,Recently,"$3,487,600",0.03%
1032,Bitcoin,Poloniex,ZEC/BTC,$13625.20,Recently,"$3,405,800",0.03%
1033,Bitcoin,Binance,LUN/BTC,$13798.40,Recently,"$3,404,220",0.03%
1034,Bitcoin,Huobi,ETC/BTC,$13207.30,Recently,"$3,401,450",0.03%
1035,Bitcoin,Bittrex,NBT/BTC,$13681.70,Recently,"$3,399,310",0.03%
1036,Bitcoin,Poloniex,GNT/BTC,$13268.10,Recently,"$3,381,310",0.03%
1037,Bitcoin,Bitso,BTC/MXN,$15499.20,Recently,"$3,373,840",0.03%
1038,Bitcoin,EXX,HSR/BTC,$14656.90,Recently,"$3,371,380",0.03%
1039,Bitcoin,The Rock Trading,BTC/EUR,$13519.30,Recently,"$3,332,640",0.03%
1040,Bitcoin,CoinsMarkets,ECA/BTC,$14258.60,Recently,"$3,325,290",0.03%
1041,Bitcoin,OKEx,IOTA/BTC,$13289.90,Recently,"$3,296,000",0.03%
1042,Bitcoin,Bitfinex,XMR/BTC,$13557.30,Recently,"$3,287,740",0.03%
1043,Bitcoin,Exmo,ETH/BTC,$13475.40,Recently,"$3,276,640",0.03%
1044,Bitcoin,Kucoin,UTK/BTC,$13558.40,Recently,"$3,269,820",0.03%
1045,Bitcoin,Kucoin,DRGN/BTC,$13339.20,Recently,"$3,224,770",0.03%
1046,Bitcoin,BitGrail,ETH/BTC,$14524.40,Recently,"$3,185,890",0.03%
1047,Bitcoin,Binance,GAS/BTC,$13804.70,Recently,"$3,181,280",0.03%
1048,Bitcoin,Bittrex,VIA/BTC,$13667.00,Recently,"$3,174,410",0.03%
1049,Bitcoin,Poloniex,STRAT/BTC,$13659.50,Recently,"$3,114,180",0.03%
1050,Bitcoin,Bit-Z,NULS/BTC,$13231.10,Recently,"$3,087,950",0.03%
1051,Bitcoin,Bittrex,LBC/BTC,$13640.40,Recently,"$3,069,440",0.03%
1052,Bitcoin,EXX,BCC/BTC,$13701.30,Recently,"$3,063,840",0.03%
1053,Bitcoin,HitBTC,ARDR/BTC,$12264.10,Recently,"$3,033,130",0.03%
1054,Bitcoin,Huobi,NAS/BTC,$13430.70,Recently,"$3,026,690",0.03%
1055,Bitcoin,Bittrex,QRL/BTC,$13810.70,Recently,"$3,004,470",0.03%
1056,Bitcoin,BitMarket,BTC/PLN,$14075.00,Recently,"$2,999,770",0.03%
1057,Bitcoin,Poloniex,ZRX/BTC,$13646.30,Recently,"$2,986,820",0.03%
1058,Bitcoin,Mercado Bitcoin,BTC/BRL,$14726.60,Recently,"$2,979,210",0.03%
1059,Bitcoin,CoinExchange,BCC/BTC,$14252.70,Recently,"$2,975,420",0.03%
1060,Bitcoin,Bitcoin Indonesia,STR/BTC,$13739.00,Recently,"$2,947,230",0.03%
1061,Bitcoin,Huobi,QSP/BTC,$13782.60,Recently,"$2,938,610",0.03%
1062,Bitcoin,BTC-Alpha,BTC/USD,$13416.00,Recently,"$2,900,640",0.03%
1063,Bitcoin,Binance,YOYO/BTC,$13183.10,Recently,"$2,891,020",0.03%
1064,Bitcoin,bitFlyer,BCH/BTC,$13431.90,Recently,"$2,886,860",0.03%
1065,Bitcoin,Cryptopia,ETH/BTC,$13500.30,Recently,"$2,872,010",0.03%
1066,Bitcoin,RightBTC,LTC/BTC,$13479.40,Recently,"$2,856,840",0.03%
1067,Bitcoin,Kucoin,RPX/BTC,$13722.60,Recently,"$2,829,990",0.02%
1068,Bitcoin,Kucoin,KCS/BTC,$13548.40,Recently,"$2,818,000",0.02%
1069,Bitcoin,BitMEX,BTC/USD,$13480.50,Recently,"$938,979,000",0.00%
1070,Bitcoin,BTCBOX,BTC/JPY,$14540.60,Recently,"$227,474,000",0.00%
1071,Bitcoin,Fisco,BTC/JPY,$14624.20,Recently,"$130,639,000",0.00%
1072,Bitcoin,Zaif,BTC/JPY,$14610.70,Recently,"$130,541,000",0.00%
1073,Bitcoin,Quoine,BTC/JPY,$14457.70,Recently,"$70,878,200",0.00%
1074,Bitcoin,ZB.COM,BTC/USDT,$15036.00,Recently,"$25,312,100",0.00%
1075,Bitcoin,Quoine,BTC/USD,$14398.50,Recently,"$16,101,200",0.00%
1076,Bitcoin,bitFlyer,BTC/USD,$13517.10,Recently,"$7,269,060",0.00%
1077,Bitcoin,Quoine,BTC/SGD,$14438.40,Recently,"$5,685,140",0.00%
1078,Bitcoin,Quoine,BTC/EUR,$14448.60,Recently,"$5,117,010",0.00%
1079,Bitcoin,Coinbene,PLAY/BTC,$2535.69,Recently,"$6,821,570,000",0.00%
